,name,ratting,reviews,salaries,company_details
1650,Unimoni,3.9,481,2.9k,FinTech | Abu Dhabi +126 other locations
1651,Genesys International Corporation,3.7,481,2.6k,IT Services & Consulting | Mumbai +14 other locations
1652,Renovision Automation Services,3.5,480,1.9k,IT Services & Consulting | New Delhi +65 other locations
1653,Delta Electronics,4.0,481,3.2k,Electronics Manufacturing | Gurgaon/Gurugram +36 other locations
1654,Dodla Dairy,4.3,480,1.7k,Food Processing | Hyderabad/Secunderabad +60 other locations
1655,Nephroplus,4.1,479,5.2k,Healthcare | Hyderabad +94 other locations
1656,Dr. Batras' Positive Health Clinic,3.8,479,1.1k,Healthcare | Mumbai +83 other locations
1657,Pennar Industries,3.6,480,2.9k,Engineering & Construction | Hyderabad/Secunderabad +25 other locations
1658,Blue Yonder,4.1,478,5.8k,IT Services & Consulting | Scottsdale +14 other locations
1659,Ge India Industrial,4.3,478,2.3k,Industrial Machinery | Bangalore +20 other locations
1660,Avalon Technologies,3.7,478,3.1k,Electronics Manufacturing | Indore +15 other locations
1661,Blue Yonder,4.1,478,5.8k,IT Services & Consulting | Scottsdale +14 other locations
1662,Renault,4.3,478,1.9k,Automobile | Boulogne Billancourt Cedex +140 other locations
1663,HBL Power Systems,3.9,478,2.1k,Electrical Equipment | Hyderabad/Secunderabad +43 other locations
1664,PCBL Limited,3.9,478,2.4k,Petrochemicals | Kolkata +20 other locations
1665,Indorama,4.0,478,2k,Fashion & Textile | Jakarta +41 other locations
1666,Akal Information Systems,3.9,479,1.8k,IT Services & Consulting | Delhi/NCR +40 other locations
1667,Trimax IT Infrastructure Services,3.3,477,1.5k,IT Services & Consulting | Mumbai +72 other locations
1668,Ramboll,4.2,477,2.8k,Engineering & Construction | Copenhagen +28 other locations
1669,Yokogawa,3.6,477,3.5k,Auto Components | Tokyo +22 other locations
1670,Vizag Steel,4.1,477,1.5k,Iron & Steel | Visakhapatnam/Vizag +20 other locations
1671,Creative Synergies Group,4.4,477,1.8k,IT Services & Consulting | Okemos (MI) +6 other locations
1672,Hetero Healthcare,3.7,477,2.1k,Pharma | Hyderabad/Secunderabad +61 other locations
1673,Agrostar,3.9,476,1.5k,Internet | Pune +42 other locations
1674,Prama Hikvision India,3.7,476,2.4k,Electronics Manufacturing | Hangzhou +46 other locations
1675,Geojit Financial Services,3.8,476,2k,Financial Services | Kochi +126 other locations
1676,Metriqe Solutions,4.2,476,1.1k,BPO | Irving +3 other locations
1677,HDFC Asset Management Company,4.0,477,2.2k,Mumbai +119 other locations
1678,Jyothy Laboratories,4.2,475,1.6k,FMCG | Mumbai +117 other locations
1679,Razorpay,3.6,475,4.7k,FinTech | Bangalore +22 other locations
1680,Razorpay,3.6,475,4.7k,FinTech | Bangalore +22 other locations
1681,Central Reserve Police Force,4.7,476,1.1k,Government | Delhi/NCR +79 other locations
1682,Portea Medical,4.4,474,1.4k,Healthcare | Bangalore +39 other locations
1683,SoftAge Information Technology,3.3,474,933,IT Services & Consulting | Gurgaon/Gurugram +126 other locations
1684,Army Public School,4.1,474,1.2k,Education & Training | Delhi/NCR +87 other locations
1685,VRL Logistics,3.9,474,1.5k,Logistics | Hubballi +90 other locations
1686,Vakrangee,3.7,473,1.4k,BPO | Mumbai +84 other locations
1687,Damco Solutions,4.1,473,2k,IT Services & Consulting | Princeton +19 other locations
1688,Khazana Jewellery,4.0,473,1.6k,Jewellery | Chennai +51 other locations
1689,Waaree Energies,3.9,474,2.5k,Power | Mumbai +40 other locations
1690,Welspun Corp,4.1,474,1.9k,Iron & Steel | Mumbai +24 other locations
1691,Corteva Agriscience,4.3,473,2.4k,Agro Chemicals | Wilmington +87 other locations
1692,Toothsi,2.8,472,2.1k,Internet | Mumbai +16 other locations
1693,BEML,4.1,472,1.7k,Industrial Machinery | Bangalore/Bengaluru +31 other locations
1694,Google Operations Center,3.6,471,3k,Internet | Bangalore Rural +16 other locations
1695,Centum Learning,3.8,471,1.5k,Education & Training | Delhi/NCR +77 other locations
1696,Talentpro,4.1,472,2.2k,Recruitment | Chennai +99 other locations
1697,Maxgen Technologies,4.6,471,1.2k,IT Services & Consulting | Mumbai +7 other locations
1698,Medley Pharmaceuticals,4.0,471,1.7k,Pharma | Mumbai +67 other locations
1699,Pyramid IT Consulting,3.0,471,2.7k,Recruitment | Atlanta +21 other locations
1700,Airports Authority of India,4.3,471,1.9k,Aviation | Delhi/NCR +81 other locations
1701,House Of Anita Dongre,4.1,470,1.5k,Fashion & Textile | Navi Mumbai +41 other locations
1702,Kellogg,4.3,470,2.1k,FMCG | Battle Creek +74 other locations
1703,Shriram Automall,3.8,470,1.3k,Automobile | Delhi/NCR +97 other locations
1704,My Home Industries,4.2,471,2.2k,Building Material | Hyderabad/Secunderabad +61 other locations
1705,Continental,3.9,469,3.5k,Auto Components | Hanover +44 other locations
1706,Varun Motors,3.9,469,2k,Automobile | Hyderabad/Secunderabad +34 other locations
1707,Capco Technologies,3.7,470,3.8k,IT Services & Consulting | London +16 other locations
1708,Realty Assistant,4.3,469,486,Real Estate | Noida +12 other locations
1709,Karvy Data Management Services,3.8,468,2.5k,Analytics & KPO | Hyderabad/Secunderabad +74 other locations
1710,Bahwan CyberTek,3.8,467,3.9k,IT Services & Consulting | Chennai +19 other locations
1711,B. G. Shirke Construction Technology,4.3,468,2.5k,Engineering & Construction | Pune +22 other locations
1712,Royaloak Incorporation,3.9,467,1.4k,Furniture & Furnishing | Bangalore/Bengaluru +39 other locations
1713,Glenmark Life Sciences,3.8,466,3.6k,Pharma | Mumbai +19 other locations
1714,WayCool Foods and Products,3.5,466,2.8k,FMCG | Chennai +40 other locations
1715,Foray Software,3.5,467,3.9k,IT Services & Consulting | Hyderabad/Secunderabad +16 other locations
1716,CDK Global,3.7,467,3.5k,IT Services & Consulting | Austin +6 other locations
1717,Bridgestone,4.1,466,2.4k,Auto Components | Tokyo +52 other locations
1718,Finastra,3.9,467,4.6k,Software Product | Paddington +10 other locations
1719,Vestige,4.3,466,1.5k,Fitness & Wellness | Delhi/NCR +102 other locations
1720,"Commonwealth Bank of Australia, India",3.5,466,5k,Financial Services | Sydney +8 other locations
1721,CDK Global,3.7,467,3.5k,IT Services & Consulting | Austin +6 other locations
1722,Koch Business Solutions,3.5,467,4.2k,Engineering & Construction | Wichita +8 other locations
1723,Five-Star Business Finance,4.3,465,1.7k,NBFC | Chennai +170 other locations
1724,Me n Moms,4.3,465,1.1k,Retail | Mumbai +66 other locations
1725,Reliance BP Mobility,3.5,465,2.2k,Oil & Gas | Seohara +81 other locations
1726,Vadilal Industries,4.1,465,1.7k,FMCG | Ahmedabad +77 other locations
1727,SG Analytics,3.2,465,2.8k,Analytics & KPO | Pune +8 other locations
1728,BMC Software,4.1,464,3.8k,IT Services & Consulting | Houston +8 other locations
1729,Philips Innovation Campus,3.8,464,4.1k,Healthcare | Amsterdam +17 other locations
1730,Cuemath,3.8,463,1.9k,EdTech | Bangalore +20 other locations
1731,Saud Bahwan Group,3.4,463,1.2k,Automobile | Muscat +18 other locations
1732,Inox Wind,3.7,464,1.9k,Power | Noida +37 other locations
1733,Rashmi Group,3.8,463,2.5k,Iron & Steel | Kolkata +19 other locations
1734,Utility Powertech,3.9,462,1.8k,Power | Noida +90 other locations
1735,B.L. Kashyap & Sons,3.9,462,1.6k,Engineering & Construction | Delhi/NCR +23 other locations
1736,Fiem Industries,3.8,461,2.6k,Auto Components | New Delhi +23 other locations
1737,Go First,3.7,461,2.2k,Aviation | Mumbai +32 other locations
1738,Bluestream Software Solution,4.7,460,30,IT Services & Consulting | New Delhi +8 other locations
1739,United Colors of Benetton,4.4,460,1.3k,Fashion & Textile | Gurgaon/Gurugram +65 other locations
1740,Godrej Industries,4.2,460,2.7k,Chemicals | Mumbai +60 other locations
1741,Tracxn,3.2,460,2.4k,Internet | Bangalore +8 other locations
1742,HLL Lifecare,3.8,460,1.7k,Healthcare | Trivandrum/Thiruvananthapuram +97 other locations
1743,Becton Dickinson,4.1,462,3.1k,Medical Equipment | Franklin Lakes +31 other locations
1744,RealPage,3.7,460,3.6k,IT Services & Consulting | Richardson +9 other locations
1745,Ferrero,3.7,459,1.8k,Food Processing | Pune +76 other locations
1746,Prince Pipes & Fittings,4.3,459,2.1k,Building Material | Mumbai +59 other locations
1747,Family Health Plan,3.9,459,1.9k,Insurance | Hyderabad/Secunderabad +31 other locations
1748,GlobalData,3.5,459,3.5k,Analytics & KPO | London +10 other locations
1749,Ziqitza Health Care,4.0,459,1.2k,Healthcare | Mumbai +54 other locations
1750,NICE,3.6,461,3.6k,Software Product | Hoboken +14 other locations
1751,NetConnectGlobal,3.4,460,2.5k,IT Services & Consulting | Bangalore/Bengaluru +40 other locations
1752,Genus Power Infrastructures,4.0,458,2.5k,Consumer Electronics & Appliances | Jaipur +51 other locations
1753,VDart,4.5,457,791,IT Services & Consulting | Alpharetta +2 other locations
1754,Lear Corporation,4.0,457,2.9k,Auto Components | Southfield +18 other locations
1755,Tecnimont,3.8,458,2.5k,Engineering & Construction | Milan +28 other locations
1756,Autoliv,4.0,458,2.5k,Auto Components | Klarabergsviadukten 70 +17 other locations
1757,BT E Serv,4.2,456,2.6k,Telecom | Delhi/NCR +5 other locations
1758,Livguard,4.1,456,1.9k,Electronics Manufacturing | Gurgaon +70 other locations
1759,Perficient,3.6,456,3.6k,IT Services & Consulting | St Louis +10 other locations
1760,BharatMatrimony.com,4.0,457,1.6k,Internet | Chennai +30 other locations
1761,AI Airport Services,3.6,456,1.2k,Jabalpur +51 other locations
1762,Sadbhav Engineering,4.4,456,1.7k,Engineering & Construction | Ahmedabad +64 other locations
1763,Sudarshan Chemical Industries,3.7,455,2.5k,Chemicals | Pune +23 other locations
1764,JK Tech,3.6,455,3.8k,IT Services & Consulting | Noida +18 other locations
1765,Ivrcl Infrastructures & Projects,4.2,455,974,Engineering & Construction | Hyderabad/Secunderabad +51 other locations
1766,ManipalCigna Health Insurance,4.0,455,2.5k,Insurance | Mumbai +94 other locations
1767,ATS Infrastructure,3.9,455,2.1k,Real Estate | Noida +12 other locations
1768,Cyfuture,3.1,454,2.6k,IT Services & Consulting | Noida +31 other locations
1769,North East Small Finance Bank,3.8,455,1.6k,Banking | Guwahati +73 other locations
1770,Gestamp,3.7,454,2.2k,Auto Components | Madrid +7 other locations
1771,Einfochips,3.4,453,3.5k,IT Services & Consulting | San Jose +11 other locations
1772,RapiPay,4.0,453,1.5k,Noida +96 other locations
1773,Watchyourhealth.com,4.9,458,305,Emerging Technologies | Thane +3 other locations
1774,Trigent Software,3.6,452,3.6k,IT Services & Consulting | Southborough +25 other locations
1775,Jaipur Rugs,4.4,452,806,Fashion & Textile | Jaipur +18 other locations
1776,Colt Technology Services,4.4,452,3.2k,Hardware & Networking | London +12 other locations
1777,EdgeVerve Systems,3.4,453,4.3k,Software Product | Bangalore/Bengaluru +12 other locations
1778,Intellipaat Software Solutions,3.1,451,1.7k,Jaipur +15 other locations
1779,FCC Clutch,4.0,451,2.2k,Auto Components | Hamamatsu +22 other locations
1780,Vasudha Pharma Chem,3.9,451,2.2k,Pharma | Hyderabad/Secunderabad +8 other locations
1781,Peel-works,4.0,450,742,Software Product | Mumbai +25 other locations
1782,Webskitters,4.4,450,597,IT Services & Consulting | Kolkata +3 other locations
1783,Cvent,3.4,450,4.2k,Software Product | Fairfax +4 other locations
1784,Vikram Solar,4.0,450,2.2k,Power | Kolkata +32 other locations
1785,CJ Darcl Logistics Limited,4.0,449,1.6k,Logistics | Gurgaon / Gurugram +61 other locations
1786,SMC Global Securities,3.5,451,2.3k,SMC Global Securities Ltd. +63 other locations
1787,Levi Strauss & Co.,4.4,449,1.8k,Fashion & Textile | San Francisco +71 other locations
1788,CSC Global,3.6,448,3.4k,Financial Services | Delaware +8 other locations
1789,URC Construction,3.6,448,2.1k,Engineering & Construction | Chennai +38 other locations
1790,DHL Global Forwarding,4.1,448,2.8k,Logistics | Bonn +20 other locations
1791,Central Bank of India,3.8,448,1.3k,Banking | Mumbai +127 other locations
1792,The Times of India,3.9,447,3k,Media & Entertainment | New Delhi +49 other locations
1793,Manjushree Technopack,3.7,447,2.6k,Packaging | Bangalore/Bengaluru +23 other locations
1794,iNurture Education Solutions,2.5,447,1.5k,EdTech | Bangalore +38 other locations
1795,Wolters Kluwer,3.9,447,4.1k,Software Product | Alphen Aan Den Rijn +14 other locations
1796,Sintex-bapl,3.8,447,2.3k,Petrochemicals | Pune +53 other locations
1797,Hi Tech Gears,3.7,446,2.2k,Auto Components | Gurgaon/Gurugram +25 other locations
1798,Wissen Technology,3.9,446,2.9k,IT Services & Consulting | Bengaluru +9 other locations
1799,Torry Harris Integration Solutions,3.9,446,4.7k,IT Services & Consulting | Perth Amboy +7 other locations
1800,CompuCom,3.9,445,3.1k,IT Services & Consulting | Fort Mill +6 other locations
1801,Vivanta by Taj,4.1,445,1.1k,Hospitality | Gurgaon/Gurugram +37 other locations
1802,Aptiv,3.4,446,4.4k,Auto Components | Dublin +16 other locations
1803,Dishman Carbogen Amcis,3.8,445,2k,Healthcare | Bubendorf +11 other locations
1804,Hamilton Housewares,3.8,444,2.3k,Consumer Electronics & Appliances | Mumbai +32 other locations
1805,Kidzee,4.1,444,1.2k,EdTech | Ernakulam +107 other locations
1806,TSYS|Total System Services,4.2,445,3.4k,Financial Services | Columbus +7 other locations
1807,Ofbusiness,3.3,444,2.2k,Internet | Gurgaon +34 other locations
1808,Stock Holding Corporation of India,3.5,443,1.8k,Financial Services | Mumbai +94 other locations
1809,Cpf India,4.1,443,1.6k,Food Processing | Bangalore/Bengaluru +54 other locations
1810,Scaler Academy,3.8,443,2.1k,EdTech | Bangalore +5 other locations
1811,Super Smelters,4.0,443,1.9k,Metals & Mining | Kolkata +20 other locations
1812,Essjay Ericsson,4.2,442,1.1k,Analytics & KPO | Delhi +78 other locations
1813,Chaayos,3.4,442,1.6k,Hospitality | Delhi +21 other locations
1814,Maharashtra State Electricity Distribution Company,4.2,442,1.1k,Power | Mumbai +77 other locations
1815,Blackberrys,4.1,444,1.8k,Fashion & Textile | Gurgaon/Gurugram +79 other locations
1816,ACKO,3.8,441,2.1k,Insurance | Bengaluru/Bangalore +9 other locations
1817,Impetus Technologies,3.5,441,4.9k,IT Services & Consulting | Los Gatos +14 other locations
1818,Ministry of Defence,4.4,441,1.9k,Government | Delhi/NCR +65 other locations
1819,Axiscades,3.2,440,3.4k,IT Services & Consulting | Bangalore/Bengaluru +10 other locations
1820,Sasken,3.7,441,3.7k,Automobile | Bangalore/Bengaluru +11 other locations
1821,Cotiviti,3.9,438,3.6k,Analytics & KPO | South Jordan +8 other locations
1822,Excitel Broadband,3.7,439,1.8k,Telecom | Delhi +43 other locations
1823,Carrier,3.8,438,3.5k,Consumer Electronics & Appliances | Florida +43 other locations
1824,J K Fenner,3.9,437,1.9k,Engineering & Construction | Chennai +49 other locations
1825,ExportersIndia,4.9,438,130,Internet | New Delhi +1 other locations
1826,ANR Software Private Limited,4.5,438,1.1k,IT Services & Consulting | Noida +3 other locations
1827,Eicher Motors,4.2,437,1.6k,Automobile | Gurgaon +78 other locations
1828,NJ India Invest,3.8,436,1.1k,Financial Services | Surat +77 other locations
1829,Baker Hughes,4.0,437,3.8k,Oil & Gas | Boston  +35 other locations
1830,Sulekha.com,4.2,436,2.1k,Internet | Chennai +19 other locations
1831,Kajaria Ceramics,4.2,435,1.8k,Building Material | Delhi/NCR +69 other locations
1832,Maini Precision Products,3.5,435,2.9k,Auto Components | Bangalore/Bengaluru +9 other locations
1833,Efs Facilities Services,3.8,435,1.3k,Facility Management Services | Dubai +50 other locations
1834,Herbalife International,4.0,435,2.6k,Healthcare | Los Angeles +80 other locations
1835,Suroj Buildcon,4.2,435,1.4k,Engineering & Construction | Pune +39 other locations
1836,Amar Ujala,3.9,435,1.8k,Printing & Publishing | Noida +47 other locations
1837,Inspirisys Solution,3.9,435,3.5k,IT Services & Consulting | Chennai +44 other locations
1838,T.v. Sundram Iyengar & Sons,4.2,434,1.5k,Automobile | Chennai +78 other locations
1839,Schindler Group,3.7,434,2.1k,Industrial Machinery | Ebikon +49 other locations
1840,Schindler Group,3.7,434,2.1k,Industrial Machinery | Ebikon +49 other locations
1841,L & W Constructions,3.6,434,2k,Engineering & Construction | Bangalore/Bengaluru +14 other locations
1842,ANAROCK Property Consultants,3.8,434,2.6k,Real Estate | Mumbai +25 other locations
1843,Solara Active Pharma Sciences,3.8,434,2.8k,Pharma | Chennai +17 other locations
1844,Karvy Data Management,3.2,433,1.8k,Coimbatore +43 other locations
1845,Danfoss Industries,4.0,433,2.8k,Industrial Machinery | Nordborg +18 other locations
1846,Inspira Enterprise India Limited,3.7,433,3k,IT Services & Consulting | Mumbai +32 other locations
1847,Transrail Lighting,3.9,433,2k,Engineering & Construction | Mumbai +65 other locations
1848,K D Hospital,4.8,432,343,Healthcare | Ahmedabad +3 other locations
1849,RadiSys,4.1,432,2k,Hardware & Networking | Bangalore/Bengaluru +9 other locations
1850,Kirloskar Pneumatic,4.2,431,2.5k,Industrial Machinery | Pune +15 other locations
1851,Dineshchandra R Agarwal Infracon,4.2,432,1.9k,Engineering & Construction | Ahmedabad +59 other locations
1852,Vedang Cellular Services,3.9,431,1.5k,Telecom | Mumbai +57 other locations
1853,Williams Lea,3.9,432,3.1k,BPO | New York +17 other locations
1854,2COMS,3.8,431,1.2k,Kolkata +44 other locations
1855,Ramkrishna Forgings,3.6,432,2.4k,Auto Components | Kolkata +17 other locations
1856,Voltech,3.5,432,1.7k,Electrical Equipment | Chennai +41 other locations
1857,Celebi Aviation Holding,3.9,431,910,Aviation | Bangalore Rural +13 other locations
1858,ReSource Pro,4.1,432,1.9k,BPO | Bangalore/Bengaluru +6 other locations
1859,Writer Information Management Services,3.3,431,2.2k,BPO | Mumbai +44 other locations
1860,IDBI Intech Limited,3.6,430,2.7k,IT Services & Consulting | Navi Mumbai +26 other locations
1861,Cashify,3.8,430,2.2k,Other | Gurgaon +48 other locations
1862,Marelli,3.8,431,2.5k,Auto Components | Corbetta +15 other locations
1863,Wissen Infotech,3.8,430,3.6k,IT Services & Consulting | Hyderabad/Secunderabad +11 other locations
1864,Infiniti Research,4.0,430,1.9k,London +7 other locations
1865,Offshore Infrastructures,4.2,430,1.9k,Engineering & Construction | Mumbai +44 other locations
1866,Heidelberg Cement,4.2,430,1.8k,Building Material | Gurgaon/Gurugram +64 other locations
1867,Paras Dairy,3.5,429,1.6k,Food Processing | Delhi/NCR +50 other locations
1868,TVS Eurogrip,3.7,428,1.8k,Auto Components | Madurai +54 other locations
1869,Hettich,4.0,428,2.1k,Furniture & Furnishing | Kirchlengern +39 other locations
1870,Xerox,3.8,428,2.3k,Printing & Publishing | Dubai +33 other locations
1871,South Indian Bank,3.5,428,2.6k,Banking | Thrissur/Trichur +71 other locations
1872,Jindal Poly Films,3.6,428,2.4k,Packaging | Delhi/NCR +12 other locations
1873,Coats,3.9,428,1.8k,Fashion & Textile | Middlesex +49 other locations
1874,Saudi Binladin Group,4.1,427,735,Engineering & Construction | Jeddah +29 other locations
1875,Sapphire Foods India,3.9,427,1.7k,Retail | Mumbai +53 other locations
1876,NBTC GROUP,3.6,425,1.2k,Oil & Gas | Al Ahmadi +22 other locations
1877,VDA Infosolutions,3.9,425,1.8k,IT Services & Consulting | Mumbai +30 other locations
1878,People Tech Group,2.7,425,3.9k,IT Services & Consulting | Redmond +9 other locations
1879,Novac Technology Solutions,3.9,425,3.5k,Software Product | Chennai +20 other locations
1880,Mecon,4.0,425,1.9k,Metals & Mining | Ranchi +46 other locations
1881,HealthifyMe,3.0,424,1.6k,Internet | Bangalore/Bengaluru +12 other locations
1882,Glorious Insight,4.7,424,205,IT Services & Consulting | Noida +2 other locations
1883,Cadbury,4.4,425,1k,Food Processing | London +98 other locations
1884,Surin Automotive,3.9,424,2k,Auto Components | Bangalore/Bengaluru +20 other locations
1885,Healthians,3.5,426,1.8k,Healthcare | Gurgaon +41 other locations
1886,Radico Khaitan,3.9,423,1.8k,Beverage | Delhi/NCR +56 other locations
1887,Trianz,3.6,423,4.3k,IT Services & Consulting | Santa Clara +5 other locations
1888,RuralShores,3.9,423,1.1k,BPO | Bangalore +43 other locations
1889,RAK Ceramics,4.0,423,1.7k,Building Material | Ras Al Khaimah +50 other locations
1890,Etech Global Services,4.3,422,1.7k,BPO | Nacogdoches +10 other locations
1891,IKEA,4.1,422,2k,Retail | Delft +20 other locations
1892,Accion Labs,3.5,421,4.6k,IT Services & Consulting | Bridgeville +16 other locations
1893,Canon,4.1,422,2k,Consumer Electronics & Appliances | Ota City +62 other locations
1894,NLC India Limited,4.5,422,1.1k,Metals & Mining | Chennai +16 other locations
1895,Transport Corporation Of India,4.0,422,1.8k,Logistics | Gurgaon +71 other locations
1896,CSG International,4.0,423,3.8k,Software Product | Englewood +11 other locations
1897,Bajaj Capital Insurance,3.6,422,1.3k,Insurance | New Delhi +105 other locations
1898,Reshamandi,3.6,421,606,Fashion & Textile | Bangalore +31 other locations
1899,Jayaswal Neco Industries,4.1,421,1.9k,Iron & Steel | Nagpur +25 other locations
1900,Pathkind Diagnostics Private Limited,4.0,421,1.6k,Healthcare | Gurgaon/Gurugram +84 other locations
1901,Tuaman Engineering,4.1,421,1.4k,Engineering & Construction | Kolkata +25 other locations
1902,Magic Edtech,3.1,421,3.2k,IT Services & Consulting | New York +6 other locations
1903,Vindhya Telelinks,4.1,421,1.8k,Hardware & Networking | Delhi/NCR +63 other locations
1904,Gainwell Commosales,4.2,421,1.9k,Kolkata +65 other locations
1905,Orient Craft,3.7,421,2k,Fashion & Textile | Gurgaon/Gurugram +14 other locations
1906,BSCPL Infrastructure,3.8,420,1.6k,Engineering & Construction | Hyderabad/Secunderabad +44 other locations
1907,Carlsberg,4.2,419,1.7k,Beverage | Vesterbro +55 other locations
1908,McNally Bharat Engineering,4.1,420,1.6k,Engineering & Construction | Kolkata +54 other locations
1909,Nelito System,3.6,420,2.8k,IT Services & Consulting | Navi Mumbai +38 other locations
1910,Toyota Industries Engine India,4.3,420,1.5k,Kariya +8 other locations
1911,Educomp Solutions,3.6,419,760,EdTech | Gurgaon/Gurugram +112 other locations
1912,Sapiens,3.4,419,4.3k,Software Product | Holon +7 other locations
1913,Crystal Crop Protection,3.9,419,1.7k,Agro Chemicals | Delhi/NCR +73 other locations
1914,Gopal Snacks Limited,4.5,419,1.1k,FMCG | Rajkot +85 other locations
1915,Dr. Reddy's Foundation,4.0,418,1.6k,Non-Profit | Hyderabad/Secunderabad +77 other locations
1916,Virtual Employee,3.4,419,3.2k,Recruitment | Noida +14 other locations
1917,Reliance Jewels,3.9,416,1.2k,Jewellery | Mumbai +103 other locations
1918,ExxonMobil,3.8,418,3.3k,Oil & Gas | Irving +34 other locations
1919,Pinnacle Infotech,3.5,416,2.4k,IT Services & Consulting | Houston +15 other locations
1920,Blackrock,3.9,415,4.5k,Management Consulting | New York City +13 other locations
1921,Reliance Jewels,3.9,416,1.2k,Jewellery | Mumbai +103 other locations
1922,CodeClouds,4.5,416,1.1k,Software Product | Pipitea +7 other locations
1923,Tredence,3.6,415,3.7k,IT Services & Consulting | San Jose +8 other locations
1924,IDP Education Limited,3.6,416,2.4k,EdTech | Melbourne +47 other locations
1925,AT&T,4.1,415,3.9k,Telecom | Dallas +16 other locations
1926,Wellness Forever Medicare,3.9,415,1.6k,Retail | Mumbai +35 other locations
1927,Craftsman Automation,3.8,415,2.4k,Industrial Machinery | Coimbatore +21 other locations
1928,Dodsal Engineering & Construction,4.4,414,847,Engineering & Construction | Dubai +38 other locations
1929,Riya Travel,3.7,414,1.8k,Travel & Tourism | Mumbai +35 other locations
1930,R.S. Infraprojects,4.0,415,1.5k,Real Estate | Noida +62 other locations
1931,Krsnaa Diagnostics,3.7,414,1.3k,Healthcare | Pune +67 other locations
1932,McCain Foods,4.2,414,1.4k,Food Processing | Toronto +58 other locations
1933,Pace Setters Business Solutions,3.3,414,1.2k,BPO | Mumbai +20 other locations
1934,Wood Group,3.7,414,2.5k,Engineering & Construction | Aberdeen City +28 other locations
1935,Texmo Industries,3.9,414,1.6k,Industrial Machinery | Coimbatore +34 other locations
1936,Zycus Infotech,3.0,414,3.4k,Software Product | Princeton +8 other locations
1937,Macawber Beekay,4.1,414,1.6k,Industrial Machinery | Noida +48 other locations
1938,Baoiam Innovations,4.6,413,29,EdTech | New Delhi +12 other locations
1939,Bharat Gears,4.1,413,2.1k,Auto Components | Mumbai +21 other locations
1940,Magneti Marelli Motherson Auto System,3.9,414,1.7k,Auto Components | Pune +16 other locations
1941,Bharat Gears,4.1,413,2.1k,Auto Components | Mumbai +21 other locations
1942,TriGeo Technologies,3.2,413,1.9k,IT Services & Consulting | Hyderabad/Secunderabad +5 other locations
1943,Universal Sompo General Insurance,3.8,413,2k,Insurance | Mumbai +81 other locations
1944,Monte Carlo,4.2,413,2.2k,Fashion & Textile | San Francisco +81 other locations
1945,Maersk Line,4.3,413,2.6k,Logistics | Copenhagen +25 other locations
1946,Marble Box,4.1,412,812,BPO | Kolkata +5 other locations
1947,BLK Super Speciality Hospital,4.1,412,1.4k,Healthcare | Delhi/NCR +11 other locations
1948,Congruex Asia Pacific,3.3,410,1.8k,Engineering & Construction | Boulder +19 other locations
1949,Innominds Software,3.2,411,4.6k,IT Services & Consulting | Hyderabad/Secunderabad +6 other locations
1950,Anlitiks,4.8,410,4,Bangalore / Bengaluru +1 other locations
1951,Emerson Electric Co.,4.1,410,3.2k,IT Services & Consulting | St Louis +24 other locations
1952,Zolo,3.5,410,2.1k,Internet | Bangalore +18 other locations
1953,Andritz Hydro Location India,3.7,410,2.5k,Industrial Machinery | Graz +19 other locations
1954,Ergode IT Services,3.5,410,1.4k,IT Services & Consulting | Houston +9 other locations
1955,Technotask Business Solutions,3.5,411,1.5k,BPO | Bhopal +15 other locations
1956,India Post,3.8,411,1.4k,Government | Mysore/Mysuru +169 other locations
1957,S P Singla Constructions,3.7,411,1.6k,Engineering & Construction | Panchkula +53 other locations
1958,Magic Bus India Foundation,3.9,409,1.4k,Non-Profit | Mumbai +55 other locations
1959,IRB Infrastructure,4.0,409,1.3k,Engineering & Construction | Mumbai +55 other locations
1960,Elite Elevators,3.9,410,741,Industrial Machinery | Chennai +30 other locations
1961,Electrosteel Casting,3.8,409,2.1k,Building Material | Kolkata +19 other locations
1962,Sulzer,3.9,410,2.5k,Industrial Machinery | Winterthur +21 other locations
1963,Castrol,4.2,409,1.8k,Petrochemicals | Pangbourne +102 other locations
1964,FMC Corporation,4.1,408,1.7k,Agro Chemicals | Philadelphia +99 other locations
1965,Yokohama,3.7,408,1.9k,Auto Components | tokyo +36 other locations
1966,Mavenir Systems,3.6,408,3.3k,IT Services & Consulting | Richardson +16 other locations
1967,Spoton Logistics,4.5,407,1.3k,Logistics | Bangalore +71 other locations
1968,IL&FS Engineering and Construction,4.4,407,1.1k,Engineering & Construction | Hyderabad/Secunderabad +50 other locations
1969,Cairn Energy,4.0,407,3.1k,Oil & Gas | Edinburgh +26 other locations
1970,Roop Polymers,4.0,408,1.8k,Auto Components | Gurgaon/Gurugram +19 other locations
1971,Hindusthan National Glass,3.6,408,2k,Packaging | Kolkata +19 other locations
1972,Wockhardt Hospital,4.3,406,1.7k,Healthcare | Mumbai +19 other locations
1973,Navin Fluorine International,3.9,406,2.5k,Chemicals | Mumbai +16 other locations
1974,GAVS Technologies,3.8,406,4.6k,IT Services & Consulting | Princeton +12 other locations
1975,N+A,3.8,405,16.6k,Financial Services | Los Angeles +54 other locations
1976,PureSoftware,3.2,405,3.2k,IT Services & Consulting | Singapore +9 other locations
1977,Almarai,4.2,405,901,Food Processing | Riyadh +34 other locations
1978,MediBuddy,3.9,405,1.9k,Internet | Bangalore +17 other locations
